Temperature,Raifall,Humidity,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Weather_Condition_Rainy,Weather_Condition_Stormy,Weather_Condition_Sunny,Crop_Type_Corn,Crop_Type_Rice,Crop_Type_Soybeans,Crop_Type_Wheat,split,Yield
0.4249975821019005,0.1839197281038947,0.6369534412764104,False,True,False,False,False,True,False,False,False,False,True,train,7.392302939399654
0.695803137945741,0.3907619614687504,0.593807745414155,False,True,False,False,True,False,False,False,False,True,False,train,3.051299062842148
0.5840136053659746,0.4201009532397137,0.0653645828864653,False,False,True,False,False,True,False,False,False,False,False,train,6.551865554432983
0.8613867537597495,0.1290013001773932,0.2827288819030593,False,False,True,False,False,True,False,True,False,False,False,train,4.587542840801574
0.6954364186404505,0.0682983076564304,0.9856537220488166,False,False,False,True,False,True,False,False,False,False,True,train,5.301425987033194
0.1140934999765427,0.1609178269414454,0.8259341427165299,True,False,False,False,True,False,False,False,True,False,False,train,4.383639450534924
0.8949730251166186,0.3456683690225326,0.7066488179736499,True,False,False,False,False,False,False,False,True,False,False,train,5.594196375653199
0.6955231865354894,0.3893445491149003,0.8612875104516025,False,True,False,False,False,False,True,True,False,False,False,train,5.640605084163076
0.4532521694524558,0.2352207736024708,0.2860363362623237,False,False,True,False,False,False,False,True,False,False,False,train,4.034073287911444
0.8923121092482487,0.2633838327408517,0.0824881868315108,True,False,False,False,True,False,False,False,False,False,True,train,9.511015801138184
0.2042580275214701,0.5531125882961578,0.1271605591690298,False,False,True,False,False,True,False,False,False,True,False,train,9.686635336641508
0.2912481643997062,0.7963487663823496,0.0929445041956288,False,False,False,False,False,False,False,False,False,True,False,train,8.004787653953011
0.8416229295379405,0.098577607080623,0.3594112193930538,False,False,True,False,False,True,False,False,False,True,False,train,4.270383544332393
0.706914580259927,0.4880635563040277,0.4890494235051237,False,False,False,True,True,False,False,False,True,False,False,train,8.8076151952544
0.7248859991715899,0.973976235008246,0.4616712379306884,False,True,False,False,False,False,False,True,False,False,False,train,5.580414840848495
0.084485703043419,0.3531215063584615,0.3180327159327936,False,True,False,False,False,True,False,True,False,False,False,train,3.835148017235056
0.6217214605073678,0.0865219146055341,0.0641178038515442,False,False,False,True,False,True,False,False,True,False,False,train,7.228694160355359
0.3427483557850757,0.636404437965721,0.7964768296927345,False,False,False,False,True,False,False,False,False,False,True,train,3.001840205029974
0.1248613110548769,0.4026323344494619,0.6852799585908593,False,False,False,True,False,True,False,True,False,False,False,train,8.546462541402423
0.5632692627273144,0.0691290765816522,0.6246399604061879,True,False,False,False,False,True,False,False,False,False,False,train,2.038947261244026
0.1733304629140702,0.183003495822382,0.2394819340333787,False,False,False,True,False,False,False,True,False,False,False,train,2.109293483764876
0.0259959802727814,0.3952085986631,0.6130065440047068,False,False,False,False,False,True,False,False,False,True,False,train,2.0543723886888943
0.6906573062265053,0.4498803475281662,0.8083121742978427,False,False,False,False,False,False,True,False,False,False,False,train,7.437638228614672
0.9651379128924198,0.6944590610258421,0.9786279192077724,False,True,False,False,False,False,True,False,True,False,False,train,3.382054049969679
0.5736613272533622,0.5913820001828966,0.141517544897658,False,False,True,False,False,True,False,False,False,False,True,train,5.663705715916284
0.07925819618819,0.6826268443409014,0.343044880583317,False,False,True,False,True,False,False,False,True,False,False,train,6.706925513741253
0.3903841860771015,0.2720318943785035,0.6005085153023657,False,True,False,False,False,False,True,True,False,False,False,train,3.033790400821995
0.5988276860996478,0.0857082463411961,0.8310489635445888,True,False,False,False,False,False,True,False,False,False,True,train,7.378894863457555
0.1329067573497693,0.4386495933247143,0.5154923113985794,False,False,False,False,False,False,False,False,True,False,False,train,9.018477889544286
0.932066761506014,0.7158285211494955,0.0720426111792561,False,False,False,True,False,False,False,False,True,False,False,train,9.782753269280178
0.5340890436809702,0.4777813512524867,0.7676879719993073,True,False,False,False,False,True,False,False,False,False,False,train,7.819619130288964
0.9622694540907444,1.0,0.6229469561217837,True,False,False,False,False,True,False,True,False,False,False,train,9.848358898035729
0.4558611284953977,0.6221151807010458,0.2953497067437489,False,False,True,False,False,False,False,False,True,False,False,train,6.554383473078362
0.220045194554761,0.8708483622745933,0.476951238975974,True,False,False,False,False,False,False,False,False,False,True,train,7.59627406092419
0.2689972500749418,0.8048327527339978,0.1668546677291709,False,True,False,False,False,False,False,False,False,False,False,train,6.836592882065937
0.347993149584165,0.6383302257052555,0.3143906534457694,True,False,False,False,False,False,False,False,False,False,False,train,8.865654327816237
0.8657989616537891,0.8492082328113865,0.7799447197786449,False,False,False,False,True,False,False,True,False,False,False,train,2.084408979601519
0.2385957916685124,0.7523607609328569,0.2398480870916493,True,False,False,False,False,False,False,False,False,False,False,train,4.815078674776052
0.6045134017117924,0.1040545389205474,0.7692857548461935,False,False,False,True,False,True,False,True,False,False,False,train,4.399507918384509
0.0806017964965101,0.9703856514270404,0.5555913828109738,False,False,False,False,True,False,False,False,False,True,False,train,2.1731644907758687
0.4521309714755539,0.5433379842741806,0.9482924550758464,False,False,False,True,False,False,False,False,False,False,True,train,6.008321895876827
0.0870016365119867,0.038501074239693,0.7593232995732917,False,True,False,False,False,True,False,False,False,False,False,train,8.569139397762779
0.7189376244538053,0.2524126720020875,0.4467646245926864,False,True,False,False,False,False,False,True,False,False,False,train,2.406420717511538
0.5957085995542164,0.4324463611114529,0.9371077092730972,False,False,False,True,False,True,False,False,False,True,False,train,4.387944784599706
0.0415749327763348,0.9752854087787732,0.1137001448341182,False,False,False,False,True,False,False,False,False,False,True,train,4.14233979618107
0.1431449221322162,0.0204983090343038,0.9834436598498508,False,False,False,True,True,False,False,False,False,False,False,train,3.573337859122458
0.1678722457674272,0.6758208596513715,0.712145735889951,False,False,False,False,False,False,False,False,False,False,False,train,9.266777681944076
0.434980545540645,0.0926696152877781,0.2812282566055915,True,False,False,False,False,True,False,False,True,False,False,train,3.3233612170272746
0.8965624081193435,0.7238745616811679,0.1422608693775521,True,False,False,False,False,False,False,False,False,True,False,train,5.618934073652562
0.8122607193630025,0.309266049939371,0.6794488377960242,False,False,False,True,False,False,False,False,True,False,False,train,4.746407753565928
0.9802176847841348,0.3891683379666741,0.8925731024591814,True,False,False,False,True,False,False,False,False,False,True,train,6.365349319749078
0.8092192090421708,0.2136326925666873,0.2657129354308136,False,False,False,True,True,False,False,False,True,False,False,train,7.719622588414217
0.3734628897735315,0.9449912106832198,0.0565149013448568,False,True,False,False,False,True,False,False,False,True,False,train,8.014356698938052
0.9061756260227648,0.5695583894757629,0.347903267488628,False,False,False,True,False,False,False,False,False,False,True,train,6.741568533143022
0.8917971351726808,0.9845049707642012,0.2975601497081064,False,True,False,False,False,True,False,False,True,False,False,train,2.461928635736288
0.6572917702403773,0.4370599667644242,0.6148108325111052,True,False,False,False,False,False,True,False,False,False,True,train,9.87125091117731
0.1979681819222376,0.8138483226360307,0.2466184774610273,True,False,False,False,False,True,False,False,True,False,False,train,7.056960975325211
0.6505261494976404,0.1610181572585793,0.0166331362123138,False,False,True,False,False,False,True,False,False,True,False,train,6.561453054037552
0.1117863939541846,0.9503585955783228,0.7752181078580542,False,False,False,True,False,False,True,False,False,True,False,train,7.926954147081743
0.047078086426161,0.8505996038641198,0.4957310091770186,False,False,True,False,False,True,False,True,False,False,False,train,8.564357181967896
0.5386502141336866,0.0489392111274753,0.5142983661293612,False,False,True,False,False,False,False,False,False,False,True,train,2.0621331372317497
0.0322094684783436,0.0938151091746603,0.4953301828734686,False,True,False,False,False,False,False,False,False,True,False,train,2.62641336383646
0.721164600439606,0.4360438056066559,0.1652735997382325,False,True,False,False,True,False,False,False,False,False,True,train,4.419165922431378
0.910771008739632,0.5791575323665636,0.8576652748234657,False,False,True,False,False,True,False,True,False,False,False,train,5.172724595090638
0.1694023492929688,0.8683579424492677,0.0791841718790965,False,False,True,False,False,False,True,False,True,False,False,train,7.08505598912032
0.9009535885003896,0.3646305218829124,0.9854621068009568,False,False,False,True,False,True,False,False,False,True,False,train,9.501291684932736
0.593925475094566,0.0583533711145134,0.5196233108809183,False,False,True,False,False,False,True,False,False,True,False,train,7.014164155337775
0.3346276255765703,0.217793542116431,0.5291197285731124,False,False,True,False,True,False,False,False,False,True,False,train,8.581623373737651
0.1304236011218265,0.5048442984695763,0.015567814896099,False,False,False,False,True,False,False,False,False,False,False,train,4.758158135198993
0.0741889487772,0.8950034670076937,0.8780488741942625,False,False,False,False,True,False,False,False,False,True,False,train,9.502606399880538
0.062169768345742,0.3012028214932787,0.7836325472491441,False,True,False,False,False,True,False,False,True,False,False,train,7.738982192503787
0.2490287356362834,0.4488603789476221,0.3885202102045204,False,False,False,False,True,False,False,False,False,False,False,train,6.5874546028452885
0.3717349312977289,0.1826094096420979,0.2618122404198242,False,False,True,False,False,False,True,False,False,False,False,train,2.8189366766656745
0.4063177087271608,0.5251824739234262,0.2749171876738006,False,False,False,False,False,False,True,False,True,False,False,train,3.76072052837818
0.319290929258432,0.6400431193486326,0.1194544707602994,False,False,False,True,False,False,False,False,False,True,False,train,8.508870506938848
0.6702349414841899,0.549097340156946,0.4085352527003101,False,False,False,False,True,False,False,False,False,False,False,train,8.311416191591036
0.6425251133442877,0.5045540242218035,0.8964959290616026,False,False,True,False,True,False,False,False,True,False,False,train,3.7042825587461135
0.9969039487089846,0.7156551477041748,0.2949258368273106,False,False,False,False,False,True,False,True,False,False,False,train,6.818050419018058
0.5519346613443101,0.7619657988821026,0.793827759372087,False,True,False,False,True,False,False,False,False,False,True,train,9.78234961325155
0.3169753055295006,0.6631090876292238,0.6797499965600606,False,False,False,False,False,False,True,False,False,False,True,train,2.825733191031997
0.509967192423193,0.6309959112295169,0.1744607133219191,False,False,False,False,False,False,False,True,False,False,False,train,6.876047128039866
0.4245622128126634,0.5497305777863422,0.6704934804660128,True,False,False,False,True,False,False,False,False,True,False,train,5.4148666303607165
0.3378317405675644,0.3350596599799184,0.8940197900262805,False,False,True,False,False,True,False,False,False,False,True,train,4.014454128407052
0.7908334528777539,0.3141329721498007,0.1595139896127169,True,False,False,False,False,False,False,False,False,True,False,train,3.0682738652859958
0.5499775980238975,0.8190868427045952,0.8116608209209775,False,False,True,False,True,False,False,True,False,False,False,train,5.86859668563094
0.5812660827753338,0.032215657021935,0.417612845275747,False,False,False,True,True,False,False,False,False,True,False,train,2.7731246733189714
0.1155299776468226,0.9431015761582804,0.7788393413464447,True,False,False,False,False,False,False,False,False,False,True,train,4.313951222557345
0.5747087724035156,0.0741220155424874,0.0411971547486468,False,False,False,True,True,False,False,False,False,False,True,train,8.18534153397567
0.1093790250167842,0.3399472445878742,0.2124529854935297,False,False,True,False,False,True,False,False,False,False,True,train,9.562973196918222
0.5092128257632673,0.4791114814110967,0.9548208210506705,True,False,False,False,False,False,False,False,False,False,False,train,7.520984941456064
0.2013417361154136,0.732640390509522,0.8797195175404227,False,False,True,False,False,False,True,True,False,False,False,train,2.632608167813185
0.987105897183842,0.2851054224159525,0.3307376765719767,False,False,False,True,False,True,False,False,False,False,False,train,3.6279039564425
0.0328777384493038,0.1299920501114996,0.2809050220703215,False,False,True,False,False,False,False,False,False,True,False,train,8.110852001601712
0.2185498177012196,0.4945389636719774,0.0112013124377473,False,False,True,False,True,False,False,False,True,False,False,train,3.267584297519248
0.047282058736043,0.0284762200780084,0.8059769810957249,False,False,False,True,False,True,False,False,True,False,False,train,5.047122900997301
0.0531881220446376,0.9871675757446036,0.2895185725525544,False,False,False,True,True,False,False,False,False,False,False,train,5.631409091374367
0.5524368976190859,0.1795828819530802,0.8247026177369838,False,True,False,False,True,False,False,False,False,True,False,train,3.114555859024371
0.2815923144842747,0.2648175148192757,0.4725465121434169,False,False,False,False,False,False,False,False,False,True,False,train,3.611250473706818
0.4922071598152466,0.1456791793070534,0.4598248301283509,False,False,True,False,False,False,False,True,False,False,False,train,9.755927195249424
0.4567483543804205,0.2296023633899004,0.1221843987857437,True,False,False,False,False,True,False,False,False,True,False,train,3.784690676231799
0.3201442096225815,0.073191054020123,0.8941817857158101,False,False,True,False,False,False,True,False,False,False,False,train,5.213575142078212
0.7763300502869028,0.4958429536809577,0.2704061241255755,False,False,False,False,False,False,False,False,True,False,False,train,3.701314292090743
0.0860807780974143,0.1581432945914347,0.4726665049218828,False,True,False,False,False,False,True,False,False,True,False,train,2.1555844029446494
0.5906853803902661,0.3170885851578164,0.2566051877655333,False,False,True,False,True,False,False,False,False,False,False,train,3.672296299087378
0.3945944426438821,0.9557526199016396,0.4609736261332178,False,True,False,False,False,True,False,False,True,False,False,train,3.195490068146354
0.6315732058751524,0.6200562817460703,0.5623613942936241,True,False,False,False,False,True,False,False,False,False,False,train,6.70101589292087
0.7496668537278208,0.9702943028592323,0.7083880877475324,False,False,True,False,False,False,True,False,True,False,False,train,5.509192147487876
0.2062873382134568,0.8614290722555269,0.1912737102733964,False,True,False,False,False,False,True,False,False,True,False,train,6.291763129507785
0.5891562399857493,0.2849037968446694,0.3255955879120877,False,False,True,False,False,True,False,False,False,True,False,train,4.322040842980235
0.990194370812779,0.1028376704654716,0.8105745914633598,True,False,False,False,False,False,True,False,False,False,True,train,9.128173463737692
0.9625455574266648,0.8245999239290522,0.8225548846746686,False,True,False,False,True,False,False,True,False,False,False,train,3.4053767996472857
0.2229594529180135,0.2575652341377814,0.8594513480582255,False,False,True,False,False,False,False,False,False,False,False,train,6.5474556346440265
0.0537155662414327,0.691689861159481,0.4509883238420129,False,False,True,False,False,False,True,False,False,False,True,train,7.55934703825206
0.8993623312895427,0.4799518831287215,0.7845840228230845,True,False,False,False,True,False,False,False,False,False,False,train,7.911443642795778
0.9694346535311542,0.7976299987618694,0.1240960737420122,False,False,False,True,True,False,False,False,False,True,False,train,9.864517596918564
0.8148337836253923,0.0147116421282064,0.881678336204053,False,False,True,False,False,False,True,False,False,True,False,train,4.710504172838785
0.5885552860143348,0.3035407842837881,0.2303332016942398,False,False,False,True,False,True,False,False,False,False,False,train,2.3560723142093707
0.9207346717878576,0.017794396882801,0.1622050409672438,False,False,False,True,True,False,False,False,False,False,False,train,2.8290938118463647
0.6440051393779618,0.9686604697153997,0.0779659665278791,False,False,True,False,True,False,False,False,False,True,False,train,8.537528405813127
0.0324142191587271,0.8787549793161626,0.8251438965913791,False,False,True,False,False,False,True,False,False,False,False,train,2.076346824537813
0.5037321719372083,0.5109475765945423,0.5715158016835813,False,True,False,False,False,False,True,False,True,False,False,train,9.697703280927556
0.19155231988273,0.6509250306776647,0.6703774645814242,False,False,True,False,True,False,False,False,True,False,False,train,2.724475740807364
0.6562056935611527,0.951264420122256,0.7064766646298704,False,False,False,True,False,True,False,False,True,False,False,train,3.705136954511493
0.7991505381649604,0.3536201079163725,0.1812341303195143,False,True,False,False,False,False,True,False,True,False,False,train,6.675167372715659
0.6969547704953138,0.5178336392038073,0.8310616423105806,False,False,True,False,True,False,False,False,False,False,False,train,8.024950777437393
0.1158024380077015,0.0781251825160092,0.5616722872909041,False,False,False,False,True,False,False,False,True,False,False,train,2.497640732205528
0.798708991270769,0.765205890146396,0.178861452260145,True,False,False,False,True,False,False,False,True,False,False,train,3.6166474886921662
0.7965780056728704,0.7866780691278864,0.5484137128739037,False,False,True,False,False,False,False,False,False,True,False,train,9.439484752592683
0.6585885575218227,0.9375772718348028,0.9425203374311656,False,True,False,False,False,False,True,False,False,True,False,train,6.378437952917475
0.4929675018104054,0.7905124357042626,0.5631483016089758,False,False,False,False,False,True,False,True,False,False,False,train,8.468564273179123
0.2854010910068942,0.0226799299969453,0.6801741848140628,False,True,False,False,False,False,False,False,False,False,True,train,6.000271324556864
0.2252732138420435,0.6954482134890506,0.2771033458515861,False,False,True,False,False,False,False,False,True,False,False,train,6.063589535251266
0.1240233098711186,0.4266043838396388,0.2419181501852894,False,False,False,False,True,False,False,False,False,False,True,train,4.685459205142734
0.0842746340715403,0.7668876785138853,0.4636202928208928,False,False,False,True,False,False,False,True,False,False,False,train,8.50450237771296
0.8952909784595411,0.4732129687886475,0.6079753525711196,True,False,False,False,False,True,False,True,False,False,False,train,6.680281349749295
0.3714642781221295,0.6719402768259598,0.7650460424545746,False,False,False,False,True,False,False,False,False,False,True,train,7.4476263312286095
0.5314407546949385,0.4864866371386244,0.8940641600696411,False,True,False,False,True,False,False,False,False,False,False,train,8.95167284016717
0.1328394273165938,0.0659908173132818,0.3101864172216118,True,False,False,False,False,False,True,True,False,False,False,train,2.921246299222963
0.4536674416767172,0.9446421523168697,0.4198538633381572,False,False,True,False,False,True,False,True,False,False,False,train,4.384054857550043
0.8682339102572985,0.4052314153697342,0.0382163966650627,False,True,False,False,False,False,True,False,True,False,False,train,7.996364513768682
0.1251423855943064,0.5239384637706818,0.7721096500535354,False,False,True,False,False,True,False,False,False,False,False,train,5.977833560159966
1.0,0.6094341349300759,0.8320177912609403,False,False,True,False,False,False,True,False,False,False,False,train,4.628565061858354
0.805527902609871,0.556683075588153,0.8463468887882521,False,False,False,True,False,False,False,False,False,False,True,train,3.810218673150456
0.1107490613530822,0.365707506732653,0.9678677646948864,True,False,False,False,True,False,False,False,False,True,False,train,4.8864504910240205
0.2653493559128703,0.5872180968100073,0.8101097679764624,False,False,False,True,False,True,False,False,False,True,False,train,8.443730264324694
0.4718606945541628,0.0692435852145809,0.1202772084211082,True,False,False,False,False,True,False,False,True,False,False,train,2.100771210174296
0.7743060108831066,0.5277266263386432,0.4861570577573728,False,False,False,True,False,True,False,False,True,False,False,train,2.965973087173441
0.8219445428513275,0.5324098565648889,0.440333985177936,False,True,False,False,False,False,True,False,False,False,True,train,2.9989606152473813
0.3736676775192658,0.6467169095001544,0.0177494132311726,False,True,False,False,False,True,False,False,False,False,True,train,5.525912328674108
0.8681021102544442,0.6950442048659736,0.3257878671597762,False,False,False,True,False,False,False,False,True,False,False,train,4.891897198574497
0.5407498542369267,0.9019753277907094,0.8472903456738814,True,False,False,False,False,False,False,False,False,False,True,train,9.468643648053517
0.8770511851682703,0.0084343651651954,0.6092936394198594,True,False,False,False,False,False,True,False,False,False,True,train,7.2799476010825375
0.3963183277278221,0.7689303086846568,0.0106938460155397,True,False,False,False,False,False,True,False,False,False,False,train,9.983819644466084
0.7593274374636114,0.1493748919521932,0.7763543642579405,True,False,False,False,False,False,True,False,False,True,False,train,3.235326060313704
0.1670766374114893,0.6401894386811948,0.0132998485226825,True,False,False,False,False,False,False,False,False,True,False,train,2.4347847867892565
0.1368977608476782,0.5814164153522586,0.1177395132296227,False,False,False,False,False,True,False,True,False,False,False,train,6.161855684032203
0.987497011973124,0.2411816175608024,0.6904157811942744,False,False,True,False,True,False,False,False,True,False,False,train,8.70719710473752
0.7524439348939511,0.8380855542427519,0.1943230077356896,True,False,False,False,False,True,False,False,False,False,True,train,8.143010909069691
0.4294233320685694,0.915754054932036,0.0204731569270261,True,False,False,False,False,False,True,False,False,True,False,train,4.172403641419885
0.9294648365008108,0.995435224538154,0.3001384328705778,True,False,False,False,True,False,False,False,False,True,False,train,5.59741581746976
0.6260024520534726,0.0025500988413643,0.1482168294400918,False,False,False,True,True,False,False,False,False,True,False,train,6.582084263640694
0.9039690917406492,0.6230113312528147,0.8068794926486038,False,False,True,False,False,False,True,False,False,False,True,train,2.018587249055442
0.0969671837704507,0.6661805028690055,0.2886741411524069,False,False,True,False,False,False,False,True,False,False,False,train,6.823143060843482
0.90516692577833,0.9092736229610232,0.5605522391497499,False,False,True,False,False,True,False,False,False,False,True,train,3.39325353916317
0.0592173420094535,0.8792451654548796,0.9132590950342676,False,False,False,False,False,False,True,False,False,False,True,train,6.744449519738861
0.2680342226760421,0.9846111961421374,0.5141322864354412,False,False,False,True,False,False,True,True,False,False,False,train,7.019743190128582
0.2659180221018309,0.9930433093951055,0.9550639437588416,True,False,False,False,True,False,False,False,False,True,False,train,4.171446914208426
0.8666995603157386,0.7795987381835267,0.4891458806981268,False,False,False,True,False,False,False,False,True,False,False,train,6.402810230710008
0.0314648802173772,0.5164582647883016,0.2770126186076858,False,False,False,True,False,True,False,False,False,False,False,train,3.1117519350929967
0.3854320510937017,0.9126171685577944,0.0102949320033328,True,False,False,False,False,False,True,False,False,False,True,train,5.174314603316674
0.066262360810019,0.4852970086503733,0.7268869453328948,False,True,False,False,False,False,True,True,False,False,False,train,8.814322709284333
